com.airbnb.android,appboy,locale,
com.airbnb.android,appboy,_id,
com.airbnb.android,appboy,session_id,
com.airbnb.android,appboy,event_guid,1
com.airbnb.android,appboy,seq,
com.airbnb.android,erf_experiments,locale,
com.airbnb.android,erf_experiments,experimentname,1
com.airbnb.android,erf_experiments,assignedtreatment,1
com.airbnb.android,erf_experiments,version,
com.airbnb.android,erf_experiments,treatments,
com.airbnb.android,erf_experiments,holdoutexperimentname,1
com.airbnb.android,google_analytics_v4,locale,
com.airbnb.android,google_analytics_v4,hit_id,1
com.airbnb.android,google_analytics_v4,hit_time,1
com.airbnb.android,google_analytics_v4,hit_url,1
com.airbnb.android,google_analytics_v4,hit_string,
com.airbnb.android,google_analytics_v4,hit_app_id,1
com.airbnb.android,google_analytics_v4,seq,
com.airbnb.android,google_analytics_v4,app_uid,
com.airbnb.android,google_analytics_v4,cid,
com.airbnb.android,google_analytics_v4,tid,
com.airbnb.android,google_analytics_v4,params,
com.airbnb.android,google_analytics_v4,adid,
com.airbnb.android,google_analytics_v4,hits_count,
com.airbnb.android,TeleSign,locale,
com.airbnb.android,TeleSign,id,
com.airbnb.android,TeleSign,created_on_utc,
com.airbnb.android,TeleSign,severity,
com.airbnb.android,TeleSign,id,
com.amc,google_analytics_v4,locale,
com.amc,google_analytics_v4,hit_id,1
com.amc,google_analytics_v4,hit_time,1
com.amc,google_analytics_v4,hit_url,1
com.amc,google_analytics_v4,hit_string,
com.amc,google_analytics_v4,hit_app_id,
com.amc,google_analytics_v4,seq,
com.amc,google_analytics_v4,app_uid,
com.amc,google_analytics_v4,cid,
com.amc,google_analytics_v4,tid,
com.amc,google_analytics_v4,params,
com.amc,google_analytics_v4,adid,
com.amc,google_analytics_v4,hits_count,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_analytics,locale,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_analytics,_id,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_analytics,type,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_analytics,session_id,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_analytics,event_size,1
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_analytics,seq,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_preferences,locale,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_preferences,_id,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_richpush,locale,
com.amc,mXEn7hhmQeGXMK0v00orUQ_ua_richpush,_id,
