com.airbnb.android_appboy__id,0,0
com.airbnb.android_appboy_session_id,0,0
com.airbnb.android_appboy_event_guid,1,0
com.airbnb.android_appboy_seq,0,0
com.airbnb.android_erf_experiments_experimentname,1,0
com.airbnb.android_erf_experiments_assignedtreatment,1,0
com.airbnb.android_erf_experiments_version,0,0
com.airbnb.android_erf_experiments_treatments,0,0
com.airbnb.android_google_analytics_v4_locale,0,0
com.airbnb.android_google_analytics_v4_hit_id,1,0
com.airbnb.android_google_analytics_v4_hit_time,1,0
com.airbnb.android_google_analytics_v4_hit_url,1,0
com.airbnb.android_google_analytics_v4_hit_app_id,1,0
com.airbnb.android_google_analytics_v4_seq,0,0
com.airbnb.android_google_analytics_v4_app_uid,0,0
com.airbnb.android_google_analytics_v4_cid,0,0
com.airbnb.android_google_analytics_v4_params,0,0
com.airbnb.android_google_analytics_v4_adid,0,0
com.airbnb.android_google_analytics_v4_hits_count,0,0
com.airbnb.android_TeleSign_locale,0,0
com.airbnb.android_TeleSign_created_on_utc,0,0
com.airbnb.android_TeleSign_severity,0,0
com.airbnb.android_TeleSign_id,0,0
com.amc_google_analytics_v4_locale,0,0
com.amc_google_analytics_v4_hit_time,1,0
com.amc_google_analytics_v4_hit_url,1,0
com.amc_google_analytics_v4_hit_string,0,0
com.amc_google_analytics_v4_hit_app_id,0,0
com.amc_google_analytics_v4_app_uid,0,0
com.amc_google_analytics_v4_cid,0,0
com.amc_google_analytics_v4_tid,0,0
com.amc_google_analytics_v4_params,0,0
com.amc_google_analytics_v4_hits_count,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_analytics_locale,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_analytics__id,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_analytics_type,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_analytics_event_size,1,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_analytics_seq,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_preferences_locale,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_preferences__id,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush__id,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_message_id,1,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_message_url,1,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_message_body_url,1,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_extra,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_unread,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_unread_orig,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_deleted,0,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_expiration_timestamp,1,0
com.amc_mXEn7hhmQeGXMK0v00orUQ_ua_richpush_seq,0,0
com.android.chrome_previews_opt_out_opt_out,0,0
com.android.chrome_previews_opt_out_type,0,0
com.android.chrome_previews_opt_out_version,0,0
com.android.chrome_Databases_id,0,0
com.android.chrome_Databases_origin,0,0
com.android.chrome_Databases_description,0,0
com.android.chrome_Databases_seq,0,0
com.android.chrome_OfflinePages_offline_id,1,0
com.android.chrome_OfflinePages_creation_time,0,0
com.android.chrome_OfflinePages_file_size,1,0
com.android.chrome_OfflinePages_access_count,0,0
com.android.chrome_OfflinePages_system_download_id,0,0
com.android.chrome_OfflinePages_file_missing_time,0,0
com.android.chrome_OfflinePages_upgrade_attempt,0,0
com.android.chrome_OfflinePages_client_id,1,0
com.android.chrome_OfflinePages_online_url,1,0
com.android.chrome_OfflinePages_original_url,1,0
com.android.chrome_OfflinePages_request_origin,0,0
com.android.chrome_PrefetchStore_offline_id,1,0
com.android.chrome_PrefetchStore_state,1,0
com.android.chrome_PrefetchStore_generate_bundle_attempts,0,0
com.android.chrome_PrefetchStore_get_operation_attempts,0,0
com.android.chrome_PrefetchStore_archive_body_length,0,0
com.android.chrome_PrefetchStore_creation_time,0,0
com.android.chrome_PrefetchStore_freshness_time,0,0
com.android.chrome_PrefetchStore_error_code,0,0
com.android.chrome_PrefetchStore_guid,0,0
com.android.chrome_PrefetchStore_client_namespace,0,0
com.android.chrome_PrefetchStore_client_id,0,0
com.android.chrome_PrefetchStore_requested_url,1,0
com.android.chrome_PrefetchStore_quota_id,0,0
com.android.chrome_PrefetchStore_update_time,1,0
com.android.chrome_PrefetchStore_available_quota,0,0
com.android.chrome_RequestQueue_request_id,1,0
com.android.chrome_RequestQueue_activation_time,0,0
com.android.chrome_RequestQueue_last_attempt_time,0,0
com.android.chrome_RequestQueue_started_attempt_count,0,0
com.android.chrome_RequestQueue_completed_attempt_count,0,0
com.android.chrome_RequestQueue_client_namespace,0,0
com.android.chrome_RequestQueue_client_id,1,0
com.android.chrome_RequestQueue_original_url,0,0
com.android.chrome_RequestQueue_request_origin,0,0
com.android.connectivity.metrics_events__id,0,0
com.android.connectivity.metrics_events_last_event_reference,0,0
com.android.connectivity.metrics_events_num_events,1,0
com.android.connectivity.metrics_events__id,0,0
com.android.connectivity.metrics_events_session_start,0,0
com.android.connectivity.metrics_events_last_timestamp,0,0
com.android.connectivity.metrics_events_num_expected_responses,0,0
com.android.connectivity.metrics_events_num_events,1,0
